##id, name
0 Parallel_Computer_Architecture_
1 Junior_Electrical_and_Computer_Engineering_Group_Project
2 Semiconductor_Physics_
3 Fundamental_Information_Theory
4 Radio_Frequency_RF_Circuits_and_Systems
5 Computer_Organization_
6 GPS_Theory_and_Design_
7 Networks_and_Systems
8 Technology_in_Society_
9 Sophomore_Electrical_and_Computer_Engineering_Independent_Project
10 Analog_Integrated_Circuit_Design
11 Introduction_to_Digital_Logic_Design_
12 Senior_Electrical_and_Computer_Independent_Engineering_Project
13 Telecommunication_Systems
14 Applied_Systems_Engineering_Ii
15 Microwave_Theory_Devices_and_Applications
16 Fundamentals_of_Quantum_and_SolidState_Electronics
17 Computational_Electronics_Electrodynamics_and_Devices_
18 Signal_Representation_and_Modelling
19 Electric_Systems_Engineering_and_Economics_
20 Introduction_to_Nuclear_Science_and_Engineering_
21 Biomedical_System_Design_
22 Plasma_Processing_of_Electronic_Materials_
23 Random_Signals_in_Communications_and_Signal_Processing
24 Nonlinear_System_Analysis_and_Computations_
25 Advanced_Microprocessor_Architecture
26 Computer_Architecture_
27 Introduction_to_Probability_and_Random_Signals
28 Electric_Power_Systems_I
29 Computer_Networks_and_Telecommunications
30 Applications_of_Signal_Processing
31 Digital_VLSI_Design
32 Electromagnetic_Fields_and_Waves
33 Advanced_Analog_VLSI_Circuit_Design
34 Signals_and_Information
35 Detection_and_Estimation
36 Introduction_to_Microelectronics
37 Applied_Systems_Engineering_I
38 Digital_Signal_Processing
39 Digital_Communication_Receiver_Design
40 MicroElectro_Mechanical_Systems
41 Optimizing_Compilers_
42 Advanced_Digital_VLSI
43 Fiber_and_Integrated_Optics
44 Electric_Power_Systems_II
45 Lasers_and_Optical_Electronics
46 Foundations_of_ECE_Mathematics
47 Nanoscale_Devices_Circuits_and_Physics
48 Nanofabrication_of_Semiconductor_Devices_
49 Special_Topics_in_Electrical_and_Computer_Engineering
50 Digital_Systems_Design_Using_Microcontrollers
51 Digital_Communications
52 Fundamentals_of_Networks
53 Introduction_to_Controlled_Fusion_Principles_and_Technology
54 Silicon_Device_Fundamentals
55 Digital_Image_Processing
56 Digital_Communications_Over_Packet-Switched_Networks_
57 Introduction_to_Circuits_for_Electrical_and_Computer_Engineers_
58 Theory_of_Linear_Systems_
59 Fundamentals_of_Quantum_and_Solid-State_Electronics
60 Senior_Electrical_and_Computer_Engineering_Group_Project
61 Mobile_Communication_Systems_
62 Computer_Vision
63 Inventing_an_Information_Society_
64 Electrical_and_Computer_Engineering_Honors_Seminar
65 Junior_Electrical_and_Computer_Engineering_Independent_Project
66 Applied_Quantum_Optics_for_Photonics_and_Optoelectronics
67 Sophomore_Electrical_and_Computer_Engineering_Group_Projects
68 Advanced_GPS_Receiver_Design
69 Advanced_Chemical_Engineering_Thermodynamics
70 Advanced_Fluid_Mechanics_and_Heat_Transfer
71 Chemical_Kinetics_and_Reactor_Design
72 Chemical_Processing_of_Electronic_Materials
73 Senior_Seminar
74 Energy_Engineering
75 Fluid_Mechanics
76 Introduction_to_Petroleum_Refining
77 Design_of_Chemical_Reactors
78 Biomolecular_Engineering_of_Bioprocesses
79 Introduction_to_Biomedical_Engineering_
80 Thesis_Research
81 Mathematical_Methods_of_Chemical_Engineering_Analysis
82 Feedback_Control_Systems_
